Job Title,Company,Location,Salary,Description,Link
Data Analyst,NYU Langone,"New York, NY",$32.38 - $39.01 an hour -  Temporary,"Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Time management?YesNoEducationDo you have a Master's degree?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$32.38 - $39.01 an hourJob typeTemporary&nbsp;LocationNew York, NY&nbsp;Full job description
NYU Grossman School of Medicine is one of the nation's top-ranked medical schools. For 175 years, NYU Grossman School of Medicine has trained thousands of physicians and scientists who have helped to shape the course of medical history and enrich the lives of countless people. An integral part of NYU Langone Health, the Grossman School of Medicine at its core is committed to improving the human condition through medical education, scientific research, and direct patient care. At NYU Langone Health, equity, diversity, and inclusion are fundamental values. We strive to be a place where our exceptionally talented faculty, staff, and students of all identities can thrive. We embrace diversity, inclusion, and individual skills, ideas, and knowledge. For more information, go to med.nyu.edu, and interact with us on LinkedIn, Glassdoor, Indeed, Facebook, Twitter and Instagram.
 Position Summary: We have an exciting opportunity to join our team as a Data Analyst.   In this role, the successful candidate The Ronald O. Perelman Department of Emergency Medicine is seeking a qualified Data Analyst to provide support for data management and analyses for projects in the Hwang Lab at the NYU Grossman School of Medicine, Ronald E. Perelman Department of Emergency Medicine. The Data Analyst will work with clinical, administrative, and operational data, and be responsible for planning, designing, and implementing statistical analyses. The individual in this position will support multiple projects in day-to-day activities which include preliminary data analysis, data visualization, and results dissemination. All research and programming code must be regularly documented and archived per best practices. Other responsibilities of the job will be to coordinate and participate in regular meetings that pertain to data management and ongoing research projects. The analyst will communicate information and data in written and verbal form to colleagues as well as project and senior management teams. A successful applicant will have a high degree of professional maturity, commitment to excellence, and be able to work autonomously and comfortably in an academic medical center environment. The Data Analyst will report to Dr. Ula Hwang in the Department of Emergency Medicine.
 Job Responsibilities:
Maintain and clean data from electronic health record (EHR) databases and other sources in support of research protocols and projects. Ensures data are compiled, analyzed, and presented properly. Perform reviews to ensure accuracy and completeness of data. . Performs various coding, debugging and other tasks in support of data analyses. . Troubleshoots problems whether due to data or software and rapidly resolves any problems that occur. . Under supervision of research faculty, analyzes, develops, and interprets scientific results. Maintains clear documentation of results. Present findings to the team and collaborators. . Support the development of publications and conference presentations, including drafting academic and nonacademic publications and creating tables and other data visualizations for presentations. . Provide technical assistance to analysts and researchers in accessing and analyzing datasets, as needed. . May perform other duties as assigned.

 Minimum Qualifications: To qualify you must have a . Bachelor degree in a scientific discipline such as statistics, biostatistics, epidemiology, data science or healthcare economics and four years of experience in a relevant setting . Strong quantitative skills and advanced programming skills in R, Python, and SAS. . Experience with EHR clinical data. . Ability to select and apply appropriate statistical methods for collecting, summarizing, and analyzing EHR and other data. . Excellent organization, time management, and communication skills. . Ability to work both independently and as part of a collaborative research team.
 Preferred Qualifications: . Masters Degree in a scientific discipline such as statistics, biostatistics, epidemiology, data science or healthcare economics and two years of experience in a relevant setting or an equivalent combination of education and experience. . Knowledge of principles and methods of biostatistics; principles, theories, and procedures of epidemiology, including study design, statistical analysis, and causal inference. . Experience with database queries and SQL.
 Qualified candidates must be able to effectively communicate with all levels of the organization.  NYU Grossman School of Medicine provides its staff with far more than just a place to work. Rather, we are an institution you can be proud of, an institution where you'll feel good about devoting your time and your talents.  NYU Grossman School of Medicine is an equal opportunity and affirmative action employer committed to diversity and inclusion in all aspects of recruiting and employment. All qualified individuals are encouraged to apply and will receive consideration without regard to race, color, gender, gender identity or expression, sex, sexual orientation, transgender status, gender dysphoria, national origin, age, religion, disability, military and veteran status, marital or parental status, citizenship status, genetic information or any other factor which cannot lawfully be used as a basis for an employment decision. We require applications to be completed online.  If you wish to view NYU Grossman School of Medicine's EEO policies, please click here. Please click here to view the Federal ""EEO is the law"" poster or visit https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm for more information.
NYU Langone Health provides a salary range to comply with the New York state Law on Salary Transparency in Job Advertisements. The salary range for the role is $32.38 - $39.01 Hourly. Actual salaries depend on a variety of factors, including experience, specialty, education, and hospital need. The salary range or contractual rate listed does not include bonuses/incentive, differential pay or other forms of compensation or benefits.
To view the Pay Transparency Notice, please click here
&nbsp;",
Data Analyst,Parsons,"Indianapolis, IN",$40.05 - $70.10 an hour -  Part-time,"Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Tableau?YesNoEducationDo you have a Bachelor's degree?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$40.05 - $70.10 an hourJob typePart-timeShift and scheduleHolidays&nbsp;LocationIndianapolis, IN&nbsp;BenefitsPulled from the full job description401(k)Dental insuranceEmployee stock ownership planFlexible scheduleHealth insuranceLife insurancePaid time offShow morechevron down&nbsp;Full job description
 In a world of possibilities, pursue one with endless opportunities. Imagine Next! 
 When it comes to what you want in your career, if you can imagine it, you can do it at Parsons. Imagine a career working with intelligent, diverse people sharing a common quest. Imagine a workplace where you can be yourself. Where you can thrive. Where you can find your next, right now. We’ve got what you’re looking for. 
 
Job Description: 
The Parsons team is looking for an amazingly talented Business Intelligence Developer/Data Analyst to join our team! In this role you will be provided with the opportunity to expand your skills and knowledge in data analytics and business intelligences working alongside excellent team members.

What You’ll Be Doing: 

Working closely with Business stakeholders to access reporting requirements and confirm existing reporting capabilities.
Manage the maintenance, design, development, testing, and deployment of standard and custom reports in alignment with program objectives and data security framework.
Analyze business requirements and capabilities for advanced data and reports. Document requirements, development, UAT and final deployment
Perform reporting audits to ensure accuracy and compliance.
Provide support activities, including researching, resolving reporting issues, and supporting training initiatives within the client system.
Work with various Project Management Information Systems (PMIS) to collect data for analysis.


What Required Skills You’ll Bring: 

5+ years in Data Analytics or similar role.
Bachelors Degree in Data Analytics, Computer Science, Information Systems or closely related studies.
Experience with data visualizations/storytelling.
Demonstrated data problem-solving skills; ability to identify issues and construct a solution.
Self-driven and motivated.
Excellent oral and written communication skills.


What Desired Skills You’ll Bring: 

Experience with relational database systems.
Experience with business intelligence tools (Power BI, Tableau, etc)
Proficient in Microsoft Office applications particularly Excel, PowerPoint, and presenting data in a simple and engaging way.


Minimum Clearance Required to Start: Not Applicable/None 
 This position is part of our Critical Infrastructure team. 
 For more than 75 years, our experts have designed and delivered the critical infrastructure that connects and protects communities around the world. We work in diverse, collaborative teams, both within the company and with our partners and customers, to plan, design, build, and modernize infrastructure. We take special pride in projects and solutions that improve communities as well as people’s quality of life by promoting economic growth, enhancing mobility, and increasing sustainability and resiliency. Powered by our people, we provide the imagination necessary to support our customers’ visions—and to help them see new possibilities. 
 
Salary Range:$40.05 - $70.10 
 We value our employees and want our employees to take care of their overall wellbeing, which is why we offer best-in-class benefits such as medical, dental, vision, paid time off, Employee Stock Ownership Plan (ESOP), 401(k), life insurance, flexible work schedules, and holidays to fit your busy lifestyle! 
 Parsons is an equal opportunity employer committed to diversity, equity, inclusion, and accessibility in the workplace. Diversity is ingrained in who we are, how we do business, and is one of our company’s core values. Parsons equally employs representation at all job levels for minority, female, disabled, protected veteran and LGBTQ+. 
 We truly invest and care about our employee’s wellbeing and provide endless growth opportunities as the sky is the limit, so aim for the stars! Imagine next and join the Parsons quest—APPLY TODAY!
&nbsp;",
Senior Data Analyst (Contract-to-hire),AdAction Interactive LLC,"Lakewood, CO 80228","$45 - $55 an hour -  Temp-to-hire, Contract","Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Tableau?YesNoEducationDo you have a Bachelor's degree?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$45 - $55 an hourJob typeTemp-to-hireContract&nbsp;LocationLakewood, CO 80228&nbsp;BenefitsPulled from the full job descriptionOpportunities for advancement&nbsp;Full job description
ABOUT ADACTION
Founded in 2013, AdAction is a leader in performance-based mobile app marketing, delivering premium users at scale for top brands and app developers worldwide. We foster a fast-paced, collaborative, and growth-oriented environment, where team members thrive on autonomy and making meaningful contributions. While we are a remote-first company we are currently only hiring in Colorado, Illinois, Texas, and North Carolina.
 POSITION SUMMARY
AdAction is seeking a highly motivated and proactive individual to join our team as a Senior Data Analyst. This role plays a crucial part in our company's growth and modernization efforts, with ample opportunities for professional development and advancement. The ideal candidate will possess strong technical skills, a passion for problem-solving, and the ability to thrive in a dynamic and ambiguous environment.
 This is a contract-to-hire position with an initial contract period of six months. At the conclusion of the contract, there is potential for full-time employment based on performance and business needs.
 RESPONSIBILITIES

Contribute to the modernization efforts of our data processes, including the transition to frameworks such as Airbyte, Airflow, and DBT.


    Collaborate with cross-functional teams to automate and streamline BI processes, eliminating reliance on adhoc reports.
   


    Proactively identify opportunities to enhance data analytics processes and systems, recommending and implementing solutions to optimize efficiency and effectiveness.
   


    Utilize technical expertise in DBT, Airflow, Python, Git, AWS, and various data visualization tools (e.g., Tableau, Looker, QuickSight) to enhance data analytics capabilities.
   


    Work closely with engineers to ensure seamless integration of BI processes within our data pipeline framework.
   


    Design and implement A/B testing experiments to derive actionable insights, with a strong understanding of analytical events and how to leverage them effectively. Prior experience in working with event-driven data streams is a plus.
   


    Act as a strategic advisor to cross-functional teams, leveraging data analysis to provide actionable recommendations and insights that drive informed decision-making and support long-term business objectives.
   


    Partner with the business to provide consultancy and translate the business needs to design and develop tools, techniques, metrics, and dashboards for insights and data visualization.
   


    Collaborate closely with product teams in a data mesh environment, going beyond traditional reporting to engage in problem-solving activities that require cross-functional interaction and the development of innovative data solutions.
   
Stay abreast of industry trends and emerging technologies in data analytics, continuously exploring new methodologies and tools to drive innovation and maintain a competitive edge.

 EXPERIENCE & QUALIFICATIONS

Bachelor's degree in Computer Science, Engineering, Mathematics, or a related field.


    3+ years of experience in business intelligence, data analysis, or a similar role.
   


    Proficiency in DBT (or familiarity with stored procedures and data warehouse operations), Airflow, Python, Git, and AWS.
   


    Experience with data visualization tools such as Tableau, Looker, or QuickSight.
   


    Familiarity with databases including Redshift, Snowflake, and Postgres.
   


    Strong problem-solving skills and the ability to thrive in a fast-paced, ambiguous environment.
   
Excellent communication and collaboration skills, with the ability to work effectively in cross-functional teams.

 ADDITIONAL INFORMATION
This contract role offers significant opportunities for growth and advancement within the company, including the potential for full-time employment in roles focused on data science, machine learning, and other areas of data analytics.
We are looking for individuals who are proactive, driven, and able to navigate ambiguity with ease.
&nbsp;",
Business Intelligence Analyst,Dutech Systems,"Austin, TX",$60 - $70 an hour -  Contract,"Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in UNIX?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$60 - $70 an hourJob typeContract&nbsp;LocationAustin, TX&nbsp;Full job descriptionIT Applications – Social Services Applications initiatives, the worker will perform the following activities to accomplish the following goals:

Performs advanced metrics and reporting development in Informatica and Cognos, and performance monitoring & tuning for TIERS DataMart. Work involves providing for the effective and efficient storage, retrieval, customization, and archiving of data by managing diverse data sets and to ensure integrated and stable database systems.


Supports and performs the planning, design, administration, operation and maintenance of the TIERS DataMart database. Performs database design & development and provides database related support to the application development teams that are performing application enhancements planned to support new program & business requests and to enhance Scalability & Stability of the applications. Provides technical expertise for data retrieval and update programs. Writes and debugs complex reports in Informatica and Cognos. Plans, develops, and implements database policies and procedures; and ensures data integrity as maintenance and modification projects to existing applications are undertaken. Participates in the development of and enforces programming standards for programs interfacing with the databases. Provides technical assistance to programming personnel.


Configures and monitors alerts. Develops and implements appropriate monitoring tools. Plans for future data needs ensuring that needed capacity is available. Develops policies and procedures to ensure consistent implementation of database and programming best practices. Contributes to development of budgets and recommendations for future upgrades. Contributes to improving and creating database application processes and procedures


Work with other teams as necessary to accomplish goals.


Create technical and design documentation, as required.


Perform system analysis and problem resolution, as required.


Analyze software for configuration & performance tuning opportunities, as required.


Develop and maintain data and process models, as required.


Employ contemporary testing methods to ensure applications function properly and without error.


Provide technical support for testing and implementation efforts.


Participate in program design, coding and test walk-through meetings to provide input regarding technical standards and customer requirements.


Provide database support (defect repair, maintenance, and production operations support) for State Portal DataMart reports. Perform system analysis, troubleshooting, diagnosis and problem resolution. Analyze software for defects and performance tuning opportunities. Develop and test code/scripts to resolve defects and improve application reliability and performance


Other duties as assigned.

II. CANDIDATE SKILLS AND QUALIFICATIONS
Minimum Requirements:Candidates that do not meet or exceed the minimum stated requirements (skills/experience) will be displayed to customers but may not be chosen for this opportunity.
Years
Required/Preferred
Experience
8
Required
Knowledge of Informatica 10.5
8
Required
Developing reports in Cognos Analytics 11.1
8
Required
Experience Using Unix cron
8
Required
Experience Writing Unix shell scripts
8
Required
Experience Writing moderate to advance SQL queries
8
Required
Extensive Knowledge of Oracle 19
8
Required
Basic knowledge of star schemas/dimensional data structures
8
Required
Exceptional Technical writing
3
Preferred
Knowledge of TIERS or HHSC Programs and Types of Assistance
Job Type: Contract
Pay: $60.00 - $70.00 per hour
Experience:

Knowledge of Informatica 10.5: 9 years (Preferred)
Developing reports in Cognos Analytics 11.1: 9 years (Preferred)
Unix cron: 9 years (Preferred)
Writing Unix shell scripts: 9 years (Preferred)
Writing moderate to advance SQL queries: 9 years (Preferred)
Knowledge of Oracle 19: 9 years (Preferred)
knowledge of star schemas/dimensional data structures: 9 years (Preferred)
Exceptional Technical writing: 9 years (Preferred)

Work Location: Remote&nbsp;",
ACO Data Analyst (In-Office),Palm Beach Accountable Care Organization,"2326 South Congress Avenue, West Palm Beach, FL 33406","$45,000 - $55,000 a year -  Full-time","Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Writing skills?YesNoEducationDo you have a Bachelor's degree?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$45,000 - $55,000 a yearJob typeFull-timeShift and scheduleMonday to Friday&nbsp;Location2326 South Congress Avenue, West Palm Beach, FL 33406&nbsp;BenefitsPulled from the full job description401(k)Dental insuranceHealth insurancePaid time offVision insurance&nbsp;Full job descriptionSummary:Palm Beach Accountable Care Organization is the nation's leading ACO. We are seeking a Data Analyst to join our team. The candidate will be responsible for interpreting data, analyzing results, and providing ongoing reports. This position offers an exciting opportunity to make a significant impact on the organization's data-driven decisions. **Not a Remote Position**
Essential Duties and Responsibilities:

Meet all data report completion deadline on a weekly, monthly, and quarterly cadence, or relay barriers to a supervisor in a timely manner.
Navigate through large datasets and analyze data to determine trends, areas of opportunities, and improvement suggestions.
Utilize partner portals to extract and maintain a clear log of historical data.
Generate actionable and ad hoc reporting for providers, department leads, or executives based on team priorities and current need.
Maintain a keen sense of attention to detail: review data, conduct quality assurance checks, and correct/escalate errors to ensure the exclusive use of reputable data.
Report to team leaders as needed; other duties as assigned.
Must abide to all HIPAA, Confidentiality and Privacy Laws.

Education / Experience:

Requires a bachelor's degree in a related area and/or 1-3 years of experience in the field or in a related area.

Competencies: To perform the job successfully, an individual should demonstrate the following competencies:

Technological Skill: Experience with Microsoft Office (Word, Excel, PowerPoint, etc.), SQL, online portals, population health database, etc.
Organization/Planning Skills
Detail Oriented
Report Writing
Problem Solving
Oral Communication - Speaks clearly and persuasively in positive or negative situations; listens and gets clarification; responds well to questions.
Knowledge of medical terminology.
Systems/Workflows/General IT
Reliable
Safety and Security - Uses equipment and materials properly.
Attendance/Punctuality - Is consistently at work and on time.
Knowledge of legal and ethical consideration related to patient information.

Reasoning Ability: 

Ability to apply common sense understanding to carry out detailed but uninvolved written or oral instructions.

Computer Skills: 

MS Office Productivity Tools (Word, Excel, Outlook, PowerPoint), Internet, various report writing tools such as SQL.

Language Skills:

Ability to read and comprehend simple instructions, correspondence, and memos. Ability to write simple correspondence. Ability to effectively present information in one-on-one situations to visitors, clients, and other employees of the organization.

Other Skills and Abilities: 

High accuracy and extreme confidentiality a MUST. Detailed oriented and very organized.

Physical Demands:

While performing the duties of this Job, the employee will have a combination of standing, sitting, bending, and reaching. May work at a computer monitors for prolonged periods. The employee may lift and/or move up to 10 pounds.

Job Type: Full-time
Pay: $45,000.00 - $55,000.00 per year
Benefits:

401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance

Schedule:

Monday to Friday

Experience:

SQL: 1 year (Preferred)

Ability to Commute:

West Palm Beach, FL 33406 (Preferred)

Ability to Relocate:

West Palm Beach, FL 33406: Relocate before starting work (Required)

Work Location: In person&nbsp;",
Remote Sensing Data Analyst,Science Systems & Applications,"Lanham, MD 20706","$75,000 - $125,000 a year -  Full-time","Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Python?YesNoEducationDo you have a Master's degree?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$75,000 - $125,000 a yearJob typeFull-time&nbsp;LocationLanham, MD 20706&nbsp;Full job description






Science Systems and Applications Inc. (SSAI) is seeking a Remote Sensing Data Analyst for a soil moisture mapping project at NASA’s Goddard Space Flight Center (GSFC). The Data Analyst will compile, process, analyze, and validate soil moisture data. The analyst will also prepare the data for public release and support the publication of research results. This position is located on site at GSFC in Greenbelt, MD.
 Duties Include but no limited to:

Support the GIS application of microwave remote sensing soil moisture data.
Process, review, and analyze microwave remote sensing data from an airborne instrument. This will be primarily passive microwave data but may also include some active microwave data sets.
Locate, acquire, and process ancillary data sets to coordinate with the airborne instrument data. This may include soil moisture data, local municipality land use data, satellite data, and GIS data sets.
Independently make sound and scientifically informed decisions about what datasets to use.
Produce plots and visualizations of data.
Support the development of algorithms and execute those algorithms upon the remote sensing data.


Example activities include: download raw instrument data from various sites; subset data spatially and temporally; generate images from the data; calculate instrument performance metrics; resample to different spatial coordinates; overlay and combine data from multiple sources; compare remotely sensed data to data from numerical models, calibration/validation campaigns, and/or other validation data sources; automate some of these tasks. Construct forward simulations of satellite mission observations, orbital coverage, retrieval algorithm performance, mission design and trade studies. Construct and test retrieval algorithms.
Write code to create or adapt models for microwave remote sensing; adapt existing computer models from one programming language to another; run the code; generate plots, tables, and images from the model output; automate some of these tasks; assist with data interpretation. Document code, algorithms, procedures, and results.

 Required Qualifications:

Bachelors degree in a related field and 8 years of relevant experience or equivalent combination of education and experience.
Experience with MATLAB, and Git. Experience with plotting and visualizing data.
Familiarity with GIS data.
Experience with remote sensing data analysis.
The candidate must have good communication and documentation skills.
The candidate must be able to work independently with little oversight.
The candidate must be comfortable with reaching out to other research groups and data stakeholders to acquire and work with ancillary datasets. This will require communicating in person, over the phone, through virtual meetings, and emails with people at a variety of external institutions.
 This position requires US Permanent Residency or US Citizenship.

 Desired Qualifications:

Ability to support airborne instrument campaigns as an instrument operator. It is desired that a candidate have the interest, physical ability, and necessary medical status to become cleared for airborne work.
Masters degree in physics, GIS, electrical engineering or similar field of study.
Remote sensing experience, especially with microwave data.
Experience with airborne instrument datasets.
Some Python experience is desired, but not required.
NCCS computing experience is desirable.

 EOE, including disability/vets
 Physical Requirements: While performing the duties of this job, the employee is regularly required to stand, walk, and use hands to touch, handle or feel objects, tools or controls. The employee frequently is required to talk and hear and occasionally required to reach with hands and arms and stoop, kneel, crouch, or crawl. Must regularly lift and/or move up to 10 pounds, and occasionally lift and/or move up to 25 pounds. Specific vision abilities required by this job include close vision, peripheral vision, depth perception and the ability to adjust focus.






&nbsp;",
Data Analyst,Intone Networks,"Cincinnati, OH",Contract,"Job detailsHere’s how the job details align with your profile.Job typeContract&nbsp;LocationCincinnati, OH&nbsp;Full job descriptionTitle: Data Analyst Location: Cincinnati, OH (hybrid)12-month contract&nbsp;",
Data Analyst,The Travel Agency,"New York, NY 10003","$95,000 - $115,000 a year -  Full-time","Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Tableau?YesNoEducationDo you have a Bachelor's degree?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$95,000 - $115,000 a yearJob typeFull-timeShift and schedule8 hour shiftDay shift&nbsp;LocationNew York, NY 10003&nbsp;Full job description
Data Analyst
Job Overview:
We are seeking a Data Analyst located in the New York metropolitan area as our first hire in our Data Analysis team. The role reports into the CFO and will focus on creating insight to drive the growth of the business, partnering closely with senior commercial stakeholders and their teams - including marketing and store operations. The salary range for this role is $95,000 - $115,000.
Core Responsibilities:

Develop a strong understanding of the New York cannabis industry and local market
Support the organization at large on dashboard and report building to accelerate the understanding of performance across the business with a specific focus on growth marketing
Deliver ad hoc analysis and dashboards in Tableau (implemented) or another platform (you define and onboard), to uncover actionable insights to inform business decisions
Collaborate with stakeholders to measure results and derive insights from growth initiatives
Communicate insights to both technical and non-technical audiences
Work closely across departments including marketing, store operations and finance on testing and measurement to maximize impact and incrementality
Stay up-to-date on data analysis trends and technologies

Requirements:

BA/BS in a quantitative field such as; Statistics, Computer Science, Engineering, Mathematics, or Data Science
2+ years of hands-on experience creating reporting dashboards in Looker or Tableau
3+ years of working experience with SQL, writing and optimizing SQL queries
Proficient in Excel
Understanding of Growth and Performance Marketing metrics and impact for a retail organization
Demonstrated ability to partner closely with stakeholders, earning trust and prioritizing relationships
Customer focused; highly outcome-oriented and data-driven; experienced in working in high-growth environments
Logical and analytical approach to problem solving
Strong organizational and communication skills
Positive and flexible attitude, a willingness to embrace new initiatives

 Physical Requirements:

Prolonged periods of sitting at a desk and working on a computer.
Must be able to access all areas of the facility to determine needs.
May require travel.


 Job Types: Full-time / Exempt / Salaried
Shift:

8 hour shift
Day shift
Open Availability

Ability to commute/relocate:

New York, NY: Reliably commute or planning to relocate before starting work (Required)

Work Location: Hybrid
About Harbour Community:
At Harbour Community, we proudly stand as a purpose-driven and BIPOC-owned company rooted in the heart of New York City. As the dedicated management services firm for The Travel Agency, we extend unwavering support to the flourishing New York cannabis industry. Our mission is clear: to foster an inclusive cannabis community that actively contributes to the restoration of those negatively affected by the War on Drugs.
Guided by our commitment to social responsibility, we strive to make a meaningful impact by advising and operating premier dispensaries, including The Travel Agency Union Square, The Travel Agency Downtown Brooklyn and The Travel Agency Fifth Avenue. Through our endeavors, we aim to not only provide exceptional products and services but also to be a catalyst for positive change within the cannabis landscape.

Harbour Community provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.
&nbsp;",
Entry-Level Business Analyst,Upen Group Inc,"Upen Group Inc in Irving, TX 75038","$40,000 - $60,000 a year -  Contract","Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Organizational skills?YesNoEducationDo you have a Bachelor's degree?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$40,000 - $60,000 a yearJob typeContractShift and schedule8 hour shift&nbsp;LocationUpen Group Inc in Irving, TX 75038&nbsp;Full job descriptionEntry-Level Business Analyst 
Job Overview:
Upen Group is a recruiting agency that connects vendors and clients. We are looking for an Entry-Level Business Analyst to help analyze and improve business processes. This is a great role for someone starting their career in business analysis, eager to work with clients and vendors.
What You’ll Do:

Help gather and document business requirements from clients and vendors.


Assist in analyzing business processes and suggesting improvements.


Support project managers in ensuring that project goals and deadlines are met.


Communicate effectively with clients, vendors, and internal teams to keep projects on track.


Maintain project documentation, reports, and presentations.

What You Need:

Bachelor’s degree in Business Administration, Economics, Information Systems, or a related field.


Strong organizational skills and attention to detail.


Good communication skills to work with both clients and internal teams.


Ability to manage multiple tasks and stay organized.


Must be a U.S. citizen or Green Card holder.

Job Type: Contract
Pay: $40,000.00 - $60,000.00 per year
Schedule:

8 hour shift

Work Location: Hybrid remote in Irving, TX 75038&nbsp;",
Data Migration Analyst,Tracker Products,Kentucky,"$50,000 - $70,000 a year -  Full-time","Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in System design?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$50,000 - $70,000 a yearJob typeFull-time&nbsp;LocationKentucky&nbsp;BenefitsPulled from the full job descriptionOpportunities for advancement&nbsp;Full job description
Data Migration Analyst
 Part of the Client Implementation & Support Team

 We are seeking a motivated and detail-oriented junior programmer with a strong foundation in SQL and proven experience in data analysis and migration. The data migration analyst will play a key role in onboarding new clients by migrating data from their previous system into our system. This role is perfect for an individual looking to build their career in programming and data management, with opportunities to advance into a development role within our company.

 Key Responsibilities:

Data Migration: Deep knowledge of data profiling, cleansing, transformation, and migration techniques. The data migration analyst needs to possess the skills to quickly understand the structure, content, and quality of a client's legacy database and accurately transform the data to conform to our system requirements, especially on projects where there is no one with knowledge about the system design. Effectively utilize tools and techniques to standardize, aggregate and validate data.
Data Analysis: Apply strong analytical skills to organize, analyze and map complex data sets with attention to detail and accuracy.
Database Management: Use SQL to manage, query, and manipulate data within our databases. Ensure that all data is correctly formatted and stored according to company standards.
Collaboration: Work collaboratively with other team members to ensure smooth data integration and to support client needs during the data migration phase.
API Assistance: Learn and support our API infrastructure, helping clients integrate with our system.
Minor Development Projects: Participate in small development tasks to gain exposure to our codebase and infrastructure.
Documentation: Maintain accurate records of data migration processes, client data specifications, and any issues encountered during the data migration process.
Client Support: Work closely with other members of the Client Success team to assist with inquiries and resolve issues
Learning and Growth: Show a willingness to learn and take on additional responsibilities. This role offers a clear path to transition into a development-focused position.

Required Qualifications:

Education: Degree in Computer Science or a related field. Relevant work experience may be considered in lieu of formal education.
SQL Proficiency: Excellent understanding and proven experience in SQL, including the ability to write complex queries and utilize functions, perform data manipulation, restoring backups of databases, import/export data from/to SQL tables and manage large datasets.
Excel Skills: Utilize advanced Excel functions to analyze and interpret complex data. This includes proficiency in formulas, VLOOKUP and data validation.
Attention to Detail: Strong attention to detail with a focus on data accuracy and integrity.
Problem-Solving Skills: Ability to troubleshoot and resolve data-related issues efficiently.
Communication Skills: Strong written and verbal communication skills, with the ability to collaborate effectively with team members and clients.

Preferred Skills/Qualifications:

Experience with data migration or data integration projects.
Knowledge of database modeling and ETL tools
Familiarity with other programming languages (e.g., Python, Angular, C#, etc.) or version control tools are a plus.
Understanding of database design and optimization.
Previous experience in a client-facing role.

Opportunities for Growth:
This position offers the opportunity to grow into a more development-focused role, with the potential to take on more complex programming tasks, participate in software development projects, and contribute to the overall growth and success of the company.

 Compensation: 50k-70k annual salary plus benefits, depending on experience and skills
&nbsp;",
