Job Title,Company,Location,Salary,Description,Link
Data and Systems Analyst,HealthierHere,"HealthierHere in Seattle, WA 98101","$100,000 - $120,000 a year -  Full-time","Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Statistical software?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$100,000 - $120,000 a yearJob typeFull-timeShift and scheduleMonday to Friday&nbsp;LocationHealthierHere in Seattle, WA 98101&nbsp;BenefitsPulled from the full job description403(b)AD&D insuranceDental insuranceDependent health insurance coverageDisability insuranceHealth insurancePaid time offShow morechevron down&nbsp;Full job descriptionREPORTS TO: Associate Director of Strategic Initiatives
CLASSIFICATION: Full-time/Exempt
HIRING PAY RANGE: $100,000 - $120,000
BENEFITS: 100% Paid by employer: medical, dental, vision, life, AD&D, LTD. 403(b) Retirement matched at 5%; increasing to 10% over time, 100% immediate vesting. PTO: 3 weeks’ vacation, 2 weeks sick, 4 wellness days, 13 holidays, $750 annual wellness benefit, and optional Flex plan and dependent coverage.
WORK LOCATION: Currently we are fully remote. A hybrid approach in King County is planned for early 2025
WORK SCHEDULE: Monday – Friday, 8:00 am to 5:00 pm
Position Overview
The role of the Data and Systems Analyst is to support and oversee the implementation of HealthierHere’s data strategy work – with a focus on strengthening the organization’s data management and utilization practices. The data strategy efforts at HealthierHere work to ensure that data, both quantitative and qualitative, is accessible, representative, participatory, and protected, ensuring the responsible and effective use of data to inform organizational decision-making. The Analyst will work with the Associate Director to implement a diverse portfolio of workstreams, including the development, implementation, and management of a centralized internal data server and accompanying reporting module; supporting the development and management of continuous quality improvement efforts; work with program teams to identify needed metrics and reports; and support to program teams regarding data collection, including survey development. Current programs and efforts the Data and Systems Analyst will support include HealthierHere’s Community Hub, Community Care Network, Community Information Exchange technology, and outreach and engagement practices.
The Data and Systems Analyst must be committed to 1) utilizing an equity framework as a way of doing internal and external business; 2) facilitating collaborative strategies that contribute to the elimination of health disparities and transform the health of King County, and 3) practicing the values of HealthierHere as an organization.
Major Responsibilities

Oversee the development, implementation, and management of a centralized internal data server and reporting module
Work with program staff and leadership to implement the creation of report tools that reflect required and desired key performance metrics for each organizational program and workstream
Consult with program staff to guide effective data collection and evaluation practices for both quantitative and qualitative data
Work with program staff and leadership to develop requested presentations of program or workstream related data
Present data to diverse audiences, both internal and external to HealthierHere
Work with the Project and Continuous Quality Improvement Program Manager and the Associate Director of Strategic Initiatives to support continuous quality improvement efforts by participating in the development of key performance indicators, data collection needs (if applicable), and report design and preparation
Work with program staff to inform any data model and/or data management discussions that may impact the collection of and access to necessary data fields for reporting and analysis efforts
Support the creation and testing of data collection tools that meet the measurement and reporting needs of the organization – including reporting tools, survey tools, etc. and the processing and analysis of collected results
Provide support in responding to any third-party data requests, such as funder reporting, evaluation activities, etc.
Continuously work with organization leadership and program staff to identify and gain access to internal and external data needed to support our goal of being a data informed organization

Minimum Qualifications

4-6 years of related technical experience, specifically in the areas of:
Performing data analysis and demonstrated technical proficiency with data manipulation and analysis with quantitative and qualitative data using coding/statistical software(s)
Utilizing data and information to inform organizational operations, program planning and implementation, performance management, and/or strategic planning efforts
Overseeing data management practices, including privacy and security protocols, data quality systems, and data sharing practices.
Experience managing and merging large data sets across multiple platforms/servers
Demonstrated strong written and verbal communication skills, with specific skill for translating advanced analytic/technical concepts into a format and language that is understandable and actionable to a broad audience of stakeholders
Demonstrated commitment to advancing equity and supporting anti-racism practices within healthcare and/or social service delivery systems
Highly collaborative and accountable to working with internal and external stakeholders as well as organizational success

Preferred Qualifications

Experience with data management and analyses in a social services and/or healthcare context
Experience with data quality management practices
Experience extracting and analyzing data from electronic health record, population health management, or client management tools
Experience in continuous quality improvement system development and/or management
Experience using and/or managing Azure server(s) and/or PowerBI

‍How to Apply
To apply,please send your resume and cover letter to Taylor Williamson, HR Recruitment Consultant – Careers@HealthierHere.org with “Data and Systems Analyst” in the subject line.
Commitment to Diversity, Equity and Inclusion
As an equal opportunity employer, HealthierHere is committed to a diverse, multi-cultural work environment. HealthierHere does not discriminate in employment based on person’s race, color, religion, sex, pregnancy and related conditions, gender identity, and sexual orientation, national origin, age (40 or older) disability or genetic information. People of color, women, veterans, people with disabilities, and people of diverse sexual orientations are encouraged to apply.
Schedule and Worksite
This position works full-time Monday – Friday during standard business hours. HealthierHere is currently performing all work remotely through with a hybrid approach planned for early 2025. There may be situations where the employee is required to report to an off-site HealthierHere work location. Employees will be provided with a HealthierHere-issued laptop and must maintain a workspace with an internet connection where they can reliably perform work and remain available and responsive during scheduled work hours.
Who We Are
HealthierHere is a regional collaborative committed to transformative change in the health and well-being of King County residents. We bring together community members and leaders from diverse sectors to address persistent health disparities, improve population health, prevent disease and address the social determinants of health. We strive for the “quadruple aim”— providing better care, lower costs, and a better experience for patients and providers.
HealthierHere is one of nine Accountable Communities of Health in Washington State responsible for addressing health equity and supporting whole person integrated care. This is one part of a much broader effort to achieve significant gains in health and well-being for our community.
As an organization, HealthierHere operates under a set of core values that include equity, community, partnership, innovation, and results. These values guide our work with each other and with our community partners. HealthierHere leads with equity. We work to intentionally eliminate disparities and address the current power dynamic and structural racism in our health care system that perpetuates inequities. We believe that every community member in King County should receive the type of care that they deserve - with respect and without stigma - to address their unique and individual needs.
As our name suggests, we are committed to health equity and believe that here, in King County, everyone’s health matters.
Job Type: Full-time
Pay: $100,000.00 - $120,000.00 per year
Ability to Commute:

Seattle, WA 98101 (Required)

Work Location: Hybrid remote in Seattle, WA 98101&nbsp;",
Operations Data Analyst (Indy-Hybrid),TRIMEDX,"Indianapolis, IN","$60,000 a year -  Full-time","Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Tableau?YesNoEducationDo you have a Associate's degree?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$60,000 a yearJob typeFull-timeShift and scheduleOn call&nbsp;LocationIndianapolis, IN&nbsp;Full job description

  If you are wondering what makes TRIMEDX different, it's that all of our associates share in a common purpose of serving clients, patients, communities, and each other with equal measures of care and performance.
 

Everyone is focused on serving the customer and we do that by collaborating and supporting each other
Associates look forward to coming to work each day
Every associate matters and makes a difference



  It is truly a culture like no other — We hope you will join our team! Find out more about the available position below.
 


  The Operations Data Analyst plays a key role in supporting data integrity, data governance, and the utilization of data to grow and optimize the business via data entry, reporting, modeling, and analytics. This position will work with Operations Data Analyst and internal stakeholders to create, update, and maintain customer records as well as develop an understanding of organizational needs and business drivers leading to reporting and analytics products that communicate key findings to stakeholders and facilitate data-driven decision making. The analyst will input data as well as leverages large and varied datasets to support initiatives while promoting standardizations and best practices to enable effective use of data throughout the enterprise.
 


  Location: Indianapolis, Indiana; we are seeking candidates that currently reside in the central Indiana region; within approximately a 70 mile range of Indianapolis. Our Central (Corporate) Office is located on the northwest side of Indianapolis. Position is hybrid (a mix of remote & in-office, as well as any necessary business travel).
 

Relocation is not available for this position
Immigration sponsorship not available for this position



  Applicants can expect a compensation of $60,000 per year for this opportunity.
 


  Responsibilities
 

  Data Entry and Data Management
 

Collaborate with internal stakeholders to input data to create, update, and maintain customer records.
Review data for deficiencies and errors.
Assist with special projects that require large amounts of data entry.
Support various departments with data entry support on an ad-hoc basis.
Work to continuously improve data entry and data analytics business processes



  Data Analytics and Reporting
 

Collaborate with cross-functional business leaders to understand and document reporting and analytics needs.
Support stakeholders via reporting, modelling, and analytics.
Develop and implement analytic models, predictive tools, and applications to meet business needs.
Conduct targeted analysis on categories, business units, equipment type, equipment make/model, and or suppliers.
Work with field leadership and functional area leaders to establish and visualize key operational measures.
Identify key metrics and build executive dashboards to track progress of the business and its highest priority initiatives.



  Tools and Processes
 

Support the Operations Data Analytics team in presenting complex data in visually compelling, digestible, and informative ways.
Based on data analysis results and organizational feedback, partner with cross-functional areas in the development of new processes, products, services, or relationships.
Support the integration of team processes and work products into automated systems and tools.
Develop best practices and business rules to ensure uniformity in work, deliverables, and outcomes.
Plan new programs in response to new business needs, assess the value of new technologies, and guide the creation of innovative solutions.
Analyze operational business performance; design and execute research, models and other mechanisms to identify, evaluate and prioritize opportunities.
Coordinates with peers in cross-functional areas on a jointly defined and managed dataset supporting organization-wide analytical initiatives.



  Communication and Interactions
 

Create and deliver presentations and communications to peers, functional area leaders, and executives.
Collaborate with financial planning and analysis to ensure accuracy and clarity in analytics and reports.
Work collectively with finance to ensure operational processes and initiatives are tracked to the bottom line.
Seek input from cross-functional experts as needed to gather data for the analysis process.
Develop presentations to be shared with executive leadership on monthly metrics and strategic initiatives.
All other duties as assigned.



  Skills and Experience
 

Highly proficient with Microsoft Office applications; Excel knowledge is required
Foundational SQL skills preferred (Snowflake experience preferred)
Familiarity with a scripting languages or statistical software (Python/R/Matlab/C++/Java) preferred
Familiarity with reporting tools (e.g., Qlik, Tableau, Power BI) preferred
Interest and familiarity in designing and developing compelling and interactive data visualizations
Experience with complex data analysis, statistical modeling, and quantitative/qualitative models preferred.
Demonstrated experience with predictive analytics strongly preferred
Knowledge of healthcare industry, clinical engineering, medical technology, and/or healthcare support services preferred
Excellent analytical and problem-solving skills with an acute attention to detail
Creative thinker with the ability to prioritize work and manage time amidst multiple tasks
Ability to effectively communicate and collaborate in cross-functional teams
Strong written and verbal communication skills supporting interactions with personnel at all levels within the organization



  Education and Qualifications
 

Associates degree in Data Analytics, Computational Statistics, Applied Statistics (math, statistics, engineering, computer science, business) or equivalent experience is required



  #LI-Hybrid
 


 At TRIMEDX, we support and protect a culture where diversity, equity and inclusion are the foundation. We know it is our uniqueness and experiences that make a difference, drive innovation and create shared success. We create an inclusive workplace by actively seeking diversity, creating inclusion and driving equity and engagement.



 We embrace people’s differences which include age, race, color, ethnicity, gender, gender identity, sexual orientation, national origin, education, genetics, veteran status, disability, religion, beliefs, opinions and life experiences.



  Visit our 
  
   website
  to view our full Diversity, Equity and Inclusion statement, along with our social channels to see what our team is up to: 
  
   Facebook
  , 
  
   LinkedIn
  , 
  
   Twitter
  .
 


 TRIMEDX is an Equal Opportunity Employer. Drug-Free Workplace.



 Because we are committed to providing a safe and productive work environment, TRIMEDX is a drug-free workplace. Accordingly, Associates are prohibited from engaging in the unlawful manufacture, sale, distribution, dispensation, possession, or use of any controlled substance or marijuana, or otherwise being under the influence thereof, on all TRIMEDX and Customer property or during working/on-call hours.

&nbsp;",
Data Analyst,Chubb,"Philadelphia, PA","$87,500 - $149,500 a year -  Full-time","Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Visual Basic?YesNoEducationDo you have a Bachelor's degree?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$87,500 - $149,500 a yearJob typeFull-time&nbsp;LocationPhiladelphia, PA&nbsp;Full job description
Duties and responsibilities include, but are not limited to the following:






Acquiring data from primary or secondary insurance/reinsurance-related data sources, maintain databases and data pipelines
Evaluating internal systems for efficiency, problems, inaccuracies, and developing and maintaining protocols for handling, processing, and cleaning data
Identifying, analyzing, and interpreting trends or patterns in complex data sets in an insurance context
Developing and implementing data analyses, data collection systems and other strategies that optimize statistical efficiency and quality
Locating and defining new process improvement opportunities
Deeloping automated financial reporting/pricing processes as needed






 









The successful applicant must possess the following: 

An undergraduate degree in Mathematics, Engineering, Computer Science, Information Management, Statistics, or other quantitative field
Any background in Economics, Finance or insurance is considered a plus
Proven working experience as a Data Analyst, Business Data Analyst, or similar role involving comparable programming/quantitative skillset
Technical expertise regarding data models and database design development
Knowledge of and experience with databases (SQL), programming (c#, VB .net or python)Adept at queries, report writing and presenting findings
         

In Jersey City, NJ the pay range for the role is $87,500 to $149,500. The specific offer will depend on an applicant’s skills and other factors. This role may also be eligible to participate in a discretionary annual incentive program. Chubb offers a comprehensive benefits package, more details on which can be found at https://careers.chubb.com/global/en/us-benefits . This range is specific to Jersey City, NJ and may not be applicable to other locations.








 


  Chubb is a world leader in insurance. With operations in 54 countries, Chubb provides commercial and personal property and casualty insurance, personal accident and supplemental health insurance, reinsurance, and life insurance to a diverse group of clients. The company is distinguished by its extensive product and service offerings, broad distribution capabilities, exceptional financial strength, underwriting excellence, superior claims handling expertise and local operations globally.



  At Chubb, we are committed to equal employment opportunity and compliance with all laws and regulations pertaining to it. Our policy is to provide employment, training, compensation, promotion, and other conditions or opportunities of employment, without regard to race, color, religious creed, sex, gender, gender identity, gender expression, sexual orientation, marital status, national origin, ancestry, mental and physical disability, medical condition, genetic information, military and veteran status, age, and pregnancy or any other characteristic protected by law. Performance and qualifications are the only basis upon which we hire, assign, promote, compensate, develop and retain employees. Chubb prohibits all unlawful discrimination, harassment and retaliation against any individual who reports discrimination or harassment.
 
&nbsp;",
Senior Product Analyst,Vision,"Reston, VA","$60 - $61 an hour -  Full-time, Contract","Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Scrum?YesNoEducationDo you have a Bachelor's degree?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$60 - $61 an hourJob typeFull-timeContractShift and scheduleMonday to Friday&nbsp;LocationReston, VA&nbsp;BenefitsPulled from the full job description401(k)Dental insuranceHealth insurancePaid time offVision insurance&nbsp;Full job descriptionJob OverviewAs a Senior Product Analyst, you will play a crucial role in the development and enhancement of our products. You will be responsible for analyzing market trends, customer needs, and product performance to drive strategic product decisions.
Responsibilities- Utilize analytics tools to gather and analyze data on product performance- Collaborate with cross-functional teams to define product requirements- Conduct market research and competitive analysis to identify opportunities for product improvement- Assist in the development of product roadmaps and strategies- Work closely with Product Management to prioritize features and enhancements- Support Agile methodologies such as Scrum and SAFe in product development processes
Skills- Proficiency in Microsoft Office suite- Strong analytical skills to interpret complex data sets- Experience with sales analytics and market research- Familiarity with tools like Balsamiq and Jira for product development- Ability to analyze data using statistical methods- Knowledge of Agile methodologies like Scrum and SAFe- Excellent communication skills to collaborate with cross-functional teams- Previous experience in product management or related roles
Job Types: Full-time, Contract
Pay: $60.00 - $61.00 per hour
Benefits:

401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance

Schedule:

Monday to Friday

Education:

Bachelor's (Required)

Experience:

mortgage industry: 5 years (Required)
Mortgage Servicing: 5 years (Required)
develop strategies to improve customer: 5 years (Required)
product analysis: 5 years (Required)
data analysis software: 5 years (Required)
Excel: 5 years (Required)
project management: 5 years (Required)
JIRA: 5 years (Required)
Confluence: 5 years (Preferred)
SDLC: 5 years (Required)
SQL: 5 years (Required)
Develop performance metrics and monitoring programs: 5 years (Required)

Ability to Commute:

Reston, VA (Required)

Work Location: In person&nbsp;",
Data Analyst,Smart IMS,"Philadelphia, PA",Contract,"Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in SQL?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Job typeContract&nbsp;LocationPhiladelphia, PA&nbsp;Full job descriptionOnsite and Virtual Interviews  Hybrid  1-2 Rounds of interview  6+ Months  Philadelphia, PA  Work activities: Gather data from identified systems in various formats, including databases, spreadsheets, and external systems  Review data for accuracy and completeness  Identify inconsistencies and anomalies within data  Clean data to eliminate duplicates, correct errors and fill missing values  Standardize data formats for consistency  Prepare data for integration into data lake  Collaborate with department analysts/business owners to understand data of identified systems  Collaborate with engineers, analysts and developers to assist in understanding and both upstream and downstream uses of data  Create comprehensive data mapping documents  Create data review and cleaning report  Create comprehensive reports and dashboards to present data findings to stakeholders.  Utilize data visualization tools (e.g., Power BI) to create interactive and intuitive visual representations of data  Communicate complex data insights in a clear and concise manner to non-technical audiences  Skills/experience of the assigned staff: Required  Strong SQL skills  Strong Analytical skills  Excellent Microsoft Excel skills  Aptitude for learning other analytical tools  3 years' experience as data analyst or similar role  Excellent communication and presentation skills.  Attention to detail and a commitment to data accuracy  Highly Desired/Preferred  Experience with cloud platforms  Experience using Azure Data Factory  Experience using Python  Experience using AWS S3  Experience with data visualization tools (e.g., Power BI).&nbsp;",
Data Analyst,HDI Global Insurance Company,"161 North Clark Street, Chicago, IL 60601",Not Available,"Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Snowflake?YesNoEducationDo you have a Bachelor's degree?YesNo&nbsp;Location161 North Clark Street, Chicago, IL 60601&nbsp;Full job description
Data Analyst, HDI Global Insurance Co., Chicago, IL: Achieve profitability in automating various business tasks using analytical, technical, and project management skills. Analyze data, develop recommendations, and provide business insights. Work both individually and as part of a team to achieve the minimum viable product (MVP) of their assigned projects. Experience working with Qlik Sense.

Must have Bachelor in IT, Engineering, Comp Science, or Statistics (or foreign equivalent).
Must have 2 years of progressively more responsible IT work experience involving complex data analysis and synthesis for readable reports w/ visualizations.
Of experience required, must have 2 years' experience with each of the following:

(i) Using Qlik Sense to build data models using 3 tier architecture;
(ii) Building QVDs and QVWs;
(iii) Using data management software, including SQL;
(iv) Designing Star & Snowflake schema data warehouses;
(v) Planning w/ inter-department groups assigned to tasks or project work.
Experience may be gained concurrently. Telecommuting permitted from any location in U.S. National & international travel is required 5% of the time for mandatory meetings.
Apply at: https://recruiting.paylocity.com/recruiting/jobs/All/99a7857a-705a-41f0-b4ff-2803d238b62b/HDI-Global-Insurance-Company
 Attention All Applicants: Please use the following link to read HDI's California Personnel Privacy notice: https://acrobat.adobe.com/link/track?uri=urn:aaid:scds:US:0bbddcaf-d738-3af9-bc04-b25f803799ff
HDI Global is an Equal Opportunity Employer.
Individuals seeking employment at HDI Global Insurance Company are considered without regards to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, gender identity, or sexual orientation.
HDI Global Insurance Company participates in E-Verify.
&nbsp;",
Senior Product Analyst,Vision,"Reston, VA","$60 - $61 an hour -  Full-time, Contract","Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Scrum?YesNoEducationDo you have a Bachelor's degree?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$60 - $61 an hourJob typeFull-timeContractShift and scheduleMonday to Friday&nbsp;LocationReston, VA&nbsp;BenefitsPulled from the full job description401(k)Dental insuranceHealth insurancePaid time offVision insurance&nbsp;Full job descriptionJob OverviewAs a Senior Product Analyst, you will play a crucial role in the development and enhancement of our products. You will be responsible for analyzing market trends, customer needs, and product performance to drive strategic product decisions.
Responsibilities- Utilize analytics tools to gather and analyze data on product performance- Collaborate with cross-functional teams to define product requirements- Conduct market research and competitive analysis to identify opportunities for product improvement- Assist in the development of product roadmaps and strategies- Work closely with Product Management to prioritize features and enhancements- Support Agile methodologies such as Scrum and SAFe in product development processes
Skills- Proficiency in Microsoft Office suite- Strong analytical skills to interpret complex data sets- Experience with sales analytics and market research- Familiarity with tools like Balsamiq and Jira for product development- Ability to analyze data using statistical methods- Knowledge of Agile methodologies like Scrum and SAFe- Excellent communication skills to collaborate with cross-functional teams- Previous experience in product management or related roles
Job Types: Full-time, Contract
Pay: $60.00 - $61.00 per hour
Benefits:

401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance

Schedule:

Monday to Friday

Education:

Bachelor's (Required)

Experience:

mortgage industry: 5 years (Required)
Mortgage Servicing: 5 years (Required)
develop strategies to improve customer: 5 years (Required)
product analysis: 5 years (Required)
data analysis software: 5 years (Required)
Excel: 5 years (Required)
project management: 5 years (Required)
JIRA: 5 years (Required)
Confluence: 5 years (Preferred)
SDLC: 5 years (Required)
SQL: 5 years (Required)
Develop performance metrics and monitoring programs: 5 years (Required)

Ability to Commute:

Reston, VA (Required)

Work Location: In person&nbsp;",
Data Analyst,Smart IMS,"Philadelphia, PA",Contract,"Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in SQL?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Job typeContract&nbsp;LocationPhiladelphia, PA&nbsp;Full job descriptionOnsite and Virtual Interviews  Hybrid  1-2 Rounds of interview  6+ Months  Philadelphia, PA  Work activities: Gather data from identified systems in various formats, including databases, spreadsheets, and external systems  Review data for accuracy and completeness  Identify inconsistencies and anomalies within data  Clean data to eliminate duplicates, correct errors and fill missing values  Standardize data formats for consistency  Prepare data for integration into data lake  Collaborate with department analysts/business owners to understand data of identified systems  Collaborate with engineers, analysts and developers to assist in understanding and both upstream and downstream uses of data  Create comprehensive data mapping documents  Create data review and cleaning report  Create comprehensive reports and dashboards to present data findings to stakeholders.  Utilize data visualization tools (e.g., Power BI) to create interactive and intuitive visual representations of data  Communicate complex data insights in a clear and concise manner to non-technical audiences  Skills/experience of the assigned staff: Required  Strong SQL skills  Strong Analytical skills  Excellent Microsoft Excel skills  Aptitude for learning other analytical tools  3 years' experience as data analyst or similar role  Excellent communication and presentation skills.  Attention to detail and a commitment to data accuracy  Highly Desired/Preferred  Experience with cloud platforms  Experience using Azure Data Factory  Experience using Python  Experience using AWS S3  Experience with data visualization tools (e.g., Power BI).&nbsp;",
Data Analyst,HDI Global Insurance Company,"161 North Clark Street, Chicago, IL 60601",Not Available,"Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Snowflake?YesNoEducationDo you have a Bachelor's degree?YesNo&nbsp;Location161 North Clark Street, Chicago, IL 60601&nbsp;Full job description
Data Analyst, HDI Global Insurance Co., Chicago, IL: Achieve profitability in automating various business tasks using analytical, technical, and project management skills. Analyze data, develop recommendations, and provide business insights. Work both individually and as part of a team to achieve the minimum viable product (MVP) of their assigned projects. Experience working with Qlik Sense.

Must have Bachelor in IT, Engineering, Comp Science, or Statistics (or foreign equivalent).
Must have 2 years of progressively more responsible IT work experience involving complex data analysis and synthesis for readable reports w/ visualizations.
Of experience required, must have 2 years' experience with each of the following:

(i) Using Qlik Sense to build data models using 3 tier architecture;
(ii) Building QVDs and QVWs;
(iii) Using data management software, including SQL;
(iv) Designing Star & Snowflake schema data warehouses;
(v) Planning w/ inter-department groups assigned to tasks or project work.
Experience may be gained concurrently. Telecommuting permitted from any location in U.S. National & international travel is required 5% of the time for mandatory meetings.
Apply at: https://recruiting.paylocity.com/recruiting/jobs/All/99a7857a-705a-41f0-b4ff-2803d238b62b/HDI-Global-Insurance-Company
 Attention All Applicants: Please use the following link to read HDI's California Personnel Privacy notice: https://acrobat.adobe.com/link/track?uri=urn:aaid:scds:US:0bbddcaf-d738-3af9-bc04-b25f803799ff
HDI Global is an Equal Opportunity Employer.
Individuals seeking employment at HDI Global Insurance Company are considered without regards to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, gender identity, or sexual orientation.
HDI Global Insurance Company participates in E-Verify.
&nbsp;",
Marketing Database Analyst (Full-Time),Miccosukee Resort & Gaming,"500 S.W. 177 Avenue, Miami, FL 33194",Full-time,"Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in SQL?YesNoEducationDo you have a Bachelor's degree?YesNoLanguagesDo you know English?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Job typeFull-time&nbsp;Location500 S.W. 177 Avenue, Miami, FL 33194&nbsp;Full job description
Title: Marketing Database Analyst
 Job Summary:
We are looking for an experienced Marketing Database Analyst to join our team at Miccosukee Casino & Resort. As a valued team member, we are committed to delivering a memorable, impressive, caring, committed and original experience for our guests, our team members, and community. We uphold this commitment by providing a safe and enjoyable workplace where YOU are our number one priority. It is the MICCO way.
Miccosukee Casino & Resort is actively expanding, introducing a range of new features including a Poker room, a revamped player rewards program, the TEMPT lounge, La Brisa Restaurant, and two exclusive slot zones. These additions aim to elevate the overall customer experience, blending technology with service for enhanced delivery, and creating unique, aspirational opportunities for both our guests and team members. To realize our bold expansion plans, we need individuals who share our dedication to service and commitment to providing an unforgettable experience. If you're passionate about service and looking for a role that offers fair compensation, excellent benefits, internal growth prospects, and a fun work environment, we're eager to get to know you.

 Qualifications

Bachelor’s degree in Marketing, Statistics, Computer Science, or a related field.
Experience in database management and data analysis.
Proficiency in data analysis tools (e.g., SQL, Excel, SAS) and knowledge of CRM systems.
Strong analytical skills and ability to translate complex data into actionable insights.
Excellent communication and presentation skills.
Knowledge of marketing principles and digital marketing trends.
Experience with data visualization tools is a plus.
Detail-oriented with a strong analytical mindset.
Proactive and able to work independently as well as part of a team.
Strong problem-solving skills and the ability to think strategically.
Maintain physical stamina and proper mental attitude while dealing effectively with guests, management, team members, and outside contacts while working under pressure and meeting deadlines.
Must be able to frequently move freely about the property, maintain manual dexterity to operate job related equipment, such as telephones, copiers, etc., withstand various activities such as frequent walking, sitting for long periods and withstand prolonged standing, stretching, bending and kneeling without restriction.
Be able to work indoors and be exposed to various environmental contaminants including smoke.
Ability to lift or carry a minimum of 20 pounds unassisted in the performance of specific tasks assigned.
Must be able to work with others, communicate well, receive direction, and provide feedback when needed to achieve department goals and objectives.
Must maintain a positive attitude toward work and interface with guests in a congenial and polite manner.
Must be able to address stressful situations with clients with dignity and the utmost tact and politeness.
Must be able to touch and handle supplies in a safe and non-hazardous manner, maintaining proper hygiene, cleanliness, and disposal methods.
English required, bilingual preferred.


 Responsibilities
The Marketing Database Analyst is responsible for managing, analyzing, and leveraging the company's database to help drive effective strategies and campaigns. This role involves extensive data analysis, reporting, segmentation, and insights generation to support objectives. All duties are to be performed in accordance with departmental and Tribal Gaming Agency policies, practices, and procedures.

Data Management: Maintain and manage the database to ensure accuracy, completeness, and accessibility of data. This includes data cleansing, deduplication, and regular updates.
Data Analysis: Conduct thorough analysis of marketing data to identify trends, patterns, and insights. Utilize statistical methods to analyze data and generate useful reports.
Segmentation and Targeting: Develop and implement segmentation strategies for campaigns. Identify target audiences based on data analysis and help tailor marketing efforts to these segments.
Campaign Analysis: Measure and analyze the effectiveness of campaigns. Provide insights on performance metrics such as customer engagement, conversion rates, and ROI.
Reporting and Visualization: Create reports and dashboards for marketing and other stakeholders. Present complex data in an understandable and visually appealing manner.
Collaboration: Work closely with teams to understand their data needs and support them with relevant data and insights. Collaborate with IT and other departments to enhance data collection and analysis capabilities.
Market Research: Assist in market research and competitive analysis to understand market trends and dynamics.
Data Governance: Ensure compliance with data privacy and protection standards. Contribute to the development of policies and best practices for data governance.
Team Members are expected to conduct and carry themselves in a professional manner at all times and to observe the Company’s standards, work requirements and rules of conduct.
Consistent and regular attendance is an essential function of this job.
Performs other related duties as assigned.


 The Casino & Resort will function seven days a week, 24 hours a day. We may find it necessary to re-schedule shifts according to our business volume. You must be willing and available to fulfill these demands
While performing the duties of this job, the team member will be regularly required to walk, stand and sit. The associate will occasionally be required to climb and use balance. Additionally, the team member will frequently be asked to use hands and arms carry and lift items. Specific vision abilities required to perform this job include close vision and distance vision.  While performing the duties of this job, the team member may experience temperature fluctuations and moderate to high levels of noise. This is a smoking environment.
&nbsp;",
